mPCR_run_ID,,mPCR_run_name,original_run_order,group,Null_group,Total_raw_reads_flagstat,Supplementary Reads,pp + map in way that makes sense (count),pp + map in way that makes sense (percent),Primary reads that mapped (count),Primary reads that mapped (percent),Total_reads_after_MQ0_flagstat,Percent_tot_wMQover0,Total_reads_after_MQ0_flagstat_onAMPonly,Percent_readsONamp_afterMQ0filter,CUSTOM_AMPLICON_SET,GENOME_SIZE,AMPLICON_TERRITORY,TARGET_TERRITORY,TOTAL_READS,PF_READS,PF_BASES,PF_UNIQUE_READS,PCT_PF_READS,PCT_PF_UQ_READS,PF_UQ_READS_ALIGNED,PF_SELECTED_PAIRS,PF_SELECTED_UNIQUE_PAIRS,PCT_PF_UQ_READS_ALIGNED,PF_BASES_ALIGNED,PF_UQ_BASES_ALIGNED,ON_AMPLICON_BASES,NEAR_AMPLICON_BASES,OFF_AMPLICON_BASES,ON_TARGET_BASES,ON_TARGET_FROM_PAIR_BASES,PCT_AMPLIFIED_BASES,PCT_OFF_AMPLICON,ON_AMPLICON_VS_SELECTED,MEAN_AMPLICON_COVERAGE,MEAN_TARGET_COVERAGE,MEDIAN_TARGET_COVERAGE,MAX_TARGET_COVERAGE,FOLD_ENRICHMENT,ZERO_CVG_TARGETS_PCT,PCT_EXC_DUPE,PCT_EXC_MAPQ,PCT_EXC_BASEQ,PCT_EXC_OVERLAP,PCT_EXC_OFF_TARGET,FOLD_80_BASE_PENALTY,PCT_TARGET_BASES_1X,PCT_TARGET_BASES_2X,PCT_TARGET_BASES_10X,PCT_TARGET_BASES_20X,PCT_TARGET_BASES_30X,AT_DROPOUT,GC_DROPOUT,HET_SNP_SENSITIVITY,HET_SNP_Q,SAMPLE,LIBRARY,READ_GROUP
22116FL-09-01-59_S65_L004,22116FL-09-01-59_S65_L004_sorted_MQ1.bam,026_C,833,Pakistan,,5747427,278889,347068,6.35%,5458252,99.81%,527510,0.09178194,360166,0.682766203,22116FL-09-01-59_S65_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,507658,507658,76656358,507658,1,1,507658,179949,179949,1,30937175,30937175,18750859,426853,11759463,4095876,4088711,0.619892,0.380108,0.977742,2037.25109,1592.48678,69,149953,160852.084,0.006944,0,0,0.000134,0,0.988225,99.530424,0.97395,0.97395,0.878305,0.740669,0.661353,60.886322,5.039335,0.945902,13,,,
22116FL-09-01-60_S66_L004,22116FL-09-01-60_S66_L004_sorted_MQ1.bam,031_C,834,Pakistan,,1538685,35559,21068,1.40%,1499188,99.74%,83096,0.054004556,34723,0.417866083,22116FL-09-01-60_S66_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,81002,81002,12231302,81002,1,1,81002,17350,17350,1,5562973,5562973,1754281,39997,3768695,355471,354271,0.322539,0.677461,0.977709,190.599848,138.208009,2,17582,83690.9283,0.229167,0,0,0.000151,0,0.993607,,0.541602,0.526439,0.301322,0.176128,0.167963,64.499374,6.61634,0.486014,3,,,
22116FL-09-01-61_S67_L004,22116FL-09-01-61_S67_L004_sorted_MQ1.bam,034_C,835,Pakistan,,4301800,18932,2760,0.06%,4274634,99.81%,138265,0.032141197,2675,0.019346906,22116FL-09-01-61_S67_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,136649,136649,20633999,136649,1,1,136649,1333,1333,1,11157773,11157773,135590,3151,11019032,28890,28825,0.012434,0.987566,0.977289,14.731638,11.232504,0,1240,3225.04899,0.618056,0,0,0.000173,0,0.999587,,0.250389,0.250389,0.091369,0.060653,0.041602,65.146824,5.654771,0.206757,1,,,
22116FL-09-01-62_S68_L004,22116FL-09-01-62_S68_L004_sorted_MQ1.bam,036_C,836,Pakistan,,7569858,107714,57098,0.77%,7433186,99.61%,318077,0.042018886,78556,0.246971645,22116FL-09-01-62_S68_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,313254,313254,47301354,313254,1,1,313254,39189,39189,1,21175033,21175033,3962639,85527,17126867,778222,775944,0.191176,0.808824,0.978873,430.534442,302.57465,2,51701,49664.5599,0.256944,0,0,0.000169,0,0.996121,,0.604588,0.604588,0.292379,0.195568,0.18196,68.071118,6.443689,0.529719,3,,,
22116FL-09-01-63_S69_L004,22116FL-09-01-63_S69_L004_sorted_MQ1.bam,039_C,837,Pakistan,,1664261,17187,0,0.00%,1641114,99.64%,62657,0.037648542,57,0.000909715,22116FL-09-01-63_S69_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,61896,61896,9346296,61896,1,1,61896,20,20,1,5330112,5330112,2064,159,5327889,289,221,0.000417,0.999583,0.928475,0.22425,0.112364,0,30,102.768386,0.923611,0,0,0.000136,0,0.999853,,0.036936,0.01633,0.003888,0.000778,0.000778,63.227088,9.875583,0.017051,0,,,
22116FL-09-01-64_S70_L004,22116FL-09-01-64_S70_L004_sorted_MQ1.bam,042_C,838,Pakistan,,1894782,167956,135646,7.86%,1720522,99.63%,282369,0.149024532,205564,0.727997762,22116FL-09-01-64_S70_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,270947,270947,40912997,270947,1,1,270947,102667,102667,1,16933179,16933179,10493525,231643,6208011,2099886,2094309,0.633382,0.366618,0.978402,1140.10485,816.440902,12,115426,164463.33,0.090278,0,0,0.000114,0,0.987747,408.220451,0.816485,0.816485,0.567652,0.423017,0.324261,62.843222,6.293337,0.757057,6,,,
22116FL-09-01-65_S71_L004,22116FL-09-01-65_S71_L004_sorted_MQ1.bam,043_C,839,Pakistan,,1174399,24781,19660,1.71%,1145000,99.60%,62140,0.05291217,19486,0.313582234,22116FL-09-01-65_S71_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,60405,60405,9121155,60405,1,1,60405,9722,9722,1,4468184,4468184,1005618,23212,3439354,211785,211278,0.230257,0.769743,0.977438,109.258801,82.342535,2,9130,59729.402,0.256944,0,0,0.000134,0,0.995506,,0.574261,0.574261,0.225894,0.159798,0.13647,63.117906,6.056718,0.490151,3,,,
22116FL-09-01-66_S72_L004,22116FL-09-01-66_S72_L004_sorted_MQ1.bam,057_C,840,Pakistan,,7681920,151888,102114,1.36%,7512019,99.76%,428292,0.055753249,156027,0.364300524,22116FL-09-01-66_S72_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,419336,419336,63319736,419336,1,1,419336,77963,77963,1,27773150,27773150,7903612,173247,19696291,1606694,1602653,0.290815,0.709185,0.97855,858.714907,624.686625,8,90008,75524.2897,0.125,0,0,0.000152,0,0.99423,,0.764386,0.764386,0.469673,0.371306,0.276827,66.438261,6.185513,0.697192,5,,,
22116FL-09-01-67_S73_L004,22116FL-09-01-67_S73_L004_sorted_MQ1.bam,059_C,841,Pakistan,,7500959,340901,353756,4.94%,7134493,99.64%,622395,0.08297539,394278,0.633485166,22116FL-09-01-67_S73_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,600370,600370,90655870,600370,1,1,600370,197071,197071,1,37076289,37076289,20239955,451292,16385042,4046155,4040049,0.558072,0.441928,0.978189,2199.03901,1573.15513,22,212156,144877.006,0.034722,0,0,0.00014,0,0.989226,393.288783,0.919907,0.919907,0.63958,0.546656,0.435459,63.333392,5.769058,0.857434,8,,,
22116FL-09-01-68_S74_L004,22116FL-09-01-68_S74_L004_sorted_MQ1.bam,66_C,842,Pakistan,,8181984,512320,387420,5.05%,7638892,99.60%,912557,0.111532484,634271,0.69504809,22116FL-09-01-68_S74_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,870625,870625,131464375,870625,1,1,870625,316280,316280,1,51780230,51780230,32275299,726897,18778034,6998638,6974200,0.637351,0.362649,0.977974,3506.66004,2721.08787,28,302519,165421.699,0.027778,0,0,0.000119,0,0.987632,680.271967,0.926905,0.926905,0.682348,0.575816,0.493002,67.355837,5.909626,0.860271,9,,,
22116FL-09-01-69_S75_L004,22116FL-09-01-69_S75_L004_sorted_MQ1.bam,072_C,843,Pakistan,,5601745,29371,2258,0.04%,5560287,99.78%,156353,0.027911481,2386,0.01526034,22116FL-09-01-69_S75_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,155230,155230,23439730,155230,1,1,155230,1202,1202,1,11698004,11698004,118178,2916,11576910,24515,24292,0.010352,0.989648,0.97592,12.839852,9.531493,0,1373,2681.08787,0.659722,0,0,0.000204,0,0.999593,,0.193624,0.193624,0.066485,0.040047,0.02916,67.702698,8.736621,0.158228,1,,,
22116FL-09-01-70_S76_L004,22116FL-09-01-70_S76_L004_sorted_MQ1.bam,076_C,844,Pakistan,,610327,5391,624,0.10%,603239,99.72%,23511,0.038521973,591,0.02513717,22116FL-09-01-70_S76_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,23270,23270,3513770,23270,1,1,23270,294,294,1,2007406,2007406,29798,675,1976933,5744,5710,0.01518,0.98482,0.977849,3.237505,2.233281,0,305,3939.47252,0.791667,0,0,0.00015,0,0.999556,,0.128694,0.120918,0.034603,0.034603,0.026827,65.135843,5.602167,0.101386,0,,,
22116FL-09-01-71_S77_L004,22116FL-09-01-71_S77_L004_sorted_MQ1.bam,077_C,845,Pakistan,,1939012,14242,0,0.00%,1920120,99.76%,63601,0.032800725,43,0.00067609,22116FL-09-01-71_S77_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,62888,62888,9496088,62888,1,1,62888,16,16,1,5409924,5409924,1765,85,5408074,320,251,0.000342,0.999658,0.954054,0.191764,0.124417,0,19,86.584414,0.944444,0,0,0.000167,0,0.999825,,0.02605,0.017496,0.003888,0,0,75.933126,9.603421,0.014291,0,,,
22116FL-09-01-72_S78_L004,22116FL-09-01-72_S78_L004_sorted_MQ1.bam,086_C,846,Pakistan,,4881270,41960,24446,0.51%,4824636,99.70%,174893,0.035829405,23156,0.132400954,22116FL-09-01-72_S78_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,172612,172612,26064412,172612,1,1,172612,11577,11577,1,12684960,12684960,1194943,27489,11462528,252717,252015,0.096369,0.903631,0.977513,129.828661,98.256998,2,9605,25000.245,0.243056,0,0,0.000178,0,0.997997,,0.622862,0.622862,0.263997,0.177683,0.148523,63.518444,5.466838,0.541837,3,,,
22116FL-09-01-73_S79_L004,22116FL-09-01-73_S79_L004_sorted_MQ1.bam,088_C,847,Pakistan,,4695942,223006,158426,3.54%,4458310,99.67%,424490,0.090395069,247497,0.583045537,22116FL-09-01-73_S79_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,409521,409521,61837671,409521,1,1,409521,123559,123559,1,23876965,23876965,12609793,282580,10984592,2536010,2529618,0.53995,0.46005,0.978082,1370.03401,986.006998,14,135133,140157.071,0.034722,0,0,0.000142,0,0.989492,493.003499,0.910575,0.910575,0.581649,0.413297,0.344868,65.230485,6.061032,0.830566,8,,,
22116FL-09-01-74_S80_L004,22116FL-09-01-74_S80_L004_sorted_MQ1.bam,092_C,848,Pakistan,,7270741,47127,7146,0.10%,7204042,99.73%,231637,0.031858789,6032,0.026040745,22116FL-09-01-74_S80_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,229783,229783,34697233,229783,1,1,229783,3026,3026,1,16703639,16703639,307059,7138,16389442,67075,66821,0.01881,0.98119,0.977282,33.361473,26.078927,0,2680,4878.61912,0.520833,0,0,0.000183,0,0.999457,,0.316874,0.310264,0.142302,0.125972,0.071928,66.256802,4.969333,0.270394,1,,,
22116FL-09-01-75_S81_L004,22116FL-09-01-75_S81_L004_sorted_MQ1.bam,095_C,849,Pakistan,,7562165,184987,127870,1.73%,7358039,99.74%,416271,0.055046538,199296,0.478765035,22116FL-09-01-75_S81_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,406868,406868,61437068,406868,1,1,406868,99596,99596,1,25474769,25474769,10152877,224911,15096981,2043289,2039141,0.407375,0.592625,0.978328,1103.09398,794.435848,16,111808,105770.619,0.083333,0,0,0.000168,0,0.992009,397.217924,0.84098,0.84098,0.573484,0.452177,0.391913,63.363823,5.885651,0.793885,7,,,
22116FL-09-01-76_S82_L004,22116FL-09-01-76_S82_L004_sorted_MQ1.bam,097_C,850,Pakistan,,7711753,153913,89866,1.19%,7533998,99.68%,370364,0.048025916,130669,0.352812368,22116FL-09-01-76_S82_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,360718,360718,54468418,360718,1,1,360718,65208,65208,1,23882757,23882757,6588848,145487,17148422,1250851,1247295,0.281975,0.718025,0.978396,715.867884,486.333981,6,80039,73216.878,0.083333,0,0,0.000161,0,0.994368,243.166991,0.813764,0.813764,0.405132,0.336703,0.262053,63.943395,7.001406,0.715216,5,,,
22116FL-09-01-77_S83_L004,22116FL-09-01-77_S83_L004_sorted_MQ1.bam,103_C,851,Pakistan,,6757189,135697,82818,1.25%,6604035,99.74%,349979,0.051793579,133536,0.381554322,22116FL-09-01-77_S83_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,342581,342581,51729731,342581,1,1,342581,66652,66652,1,22438565,22438565,6792737,153552,15492276,1337302,1334177,0.309569,0.690431,0.977894,738.0201,519.946345,4,72701,80340.753,0.180556,0,0,0.000159,0,0.99389,,0.656687,0.655521,0.403577,0.28888,0.244557,67.256796,6.24634,0.592736,4,,,
22116FL-09-01-78_S84_L004,22116FL-09-01-78_S84_L004_sorted_MQ1.bam,116_C,852,Pakistan,,5989548,42500,5354,0.09%,5933101,99.77%,205604,0.034327131,4676,0.022742748,22116FL-09-01-78_S84_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,204108,204108,30820308,204108,1,1,204108,2338,2338,1,14877393,14877393,236256,5456,14635681,48778,48603,0.016247,0.983753,0.977428,25.66884,18.965008,0,2150,4214.46245,0.604167,0,0,0.000173,0,0.999514,,0.251166,0.251166,0.117807,0.079316,0.05832,63.126482,6.225812,0.21889,1,,,
22116FL-09-01-79_S85_L004,22116FL-09-01-79_S85_L004_sorted_MQ1.bam,124_C,853,Pakistan,,2427980,20472,3460,0.14%,2401935,99.77%,91358,0.037627163,3364,0.036822172,22116FL-09-01-79_S85_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,90294,90294,13634394,90294,1,1,90294,1671,1671,1,7705989,7705989,171283,3941,7530765,34640,34521,0.022739,0.977261,0.977509,18.609626,13.468118,0,1584,5898.91385,0.5625,0,0,0.000148,0,0.999416,,0.313764,0.313764,0.102255,0.066485,0.053266,61.403608,6.215255,0.259427,1,,,
22116FL-09-01-80_S86_L004,22116FL-09-01-80_S86_L004_sorted_MQ1.bam,125_C,854,Pakistan,,1674148,13802,0,0.00%,1655976,99.74%,57633,0.034425272,54,0.000936963,22116FL-09-01-80_S86_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,57070,57070,8617570,57070,1,1,57070,21,21,1,4674816,4674816,2246,131,4672439,395,365,0.000508,0.999492,0.944889,0.244024,0.153577,0,23,127.506231,0.930556,0,0,0.000167,0,0.999822,,0.050156,0.029549,0.003888,0.000778,0,70.869835,7.402701,0.02959,0,,,
22116FL-09-01-81_S87_L004,22116FL-09-01-81_S87_L004_sorted_MQ1.bam,127_C,855,Pakistan,,1874035,180385,150568,8.89%,1683503,99.40%,300640,0.160423898,227417,0.756442922,22116FL-09-01-81_S87_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,284478,284478,42956178,284478,1,1,284478,113328,113328,1,16789831,16789831,11606764,259656,4923411,2355590,2348032,0.706762,0.293238,0.978118,1261.0565,915.859253,10,123226,183464.063,0.118056,0,0,0.000114,0,0.986342,,0.726283,0.726283,0.522162,0.371695,0.313764,65.753965,6.111984,0.679438,5,,,
22116FL-09-01-82_S88_L004,22116FL-09-01-82_S88_L004_sorted_MQ1.bam,128_C,856,Pakistan,,1611790,25256,16746,1.06%,1581398,99.68%,73550,0.045632496,16580,0.225424881,22116FL-09-01-82_S88_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,71857,71857,10850407,71857,1,1,71857,8266,8266,1,5367157,5367157,853494,19632,4494031,182333,181818,0.162679,0.837321,0.977515,92.730769,70.891524,0,7683,42202.9054,0.388889,0,0,0.000141,0,0.996771,,0.463453,0.462675,0.181571,0.152411,0.123639,64.356803,5.826023,0.401852,2,,,
22116FL-09-01-83_S89_L004,22116FL-09-01-83_S89_L004_sorted_MQ1.bam,135_C,857,Pakistan,,38620,424,0,0.00%,38117,99.79%,1904,0.04930088,0,0,22116FL-09-01-83_S89_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,1855,1855,280105,1855,1,1,1855,0,0,1,195554,195554,0,0,195554,0,0,0,1,,0,0,0,0,0,1,0,0,0.000164,0,0.999836,,0,0,0,0,0,0,0,0,0,,,
22116FL-09-01-84_S90_L004,22116FL-09-01-84_S90_L004_sorted_MQ1.bam,136_C,858,Pakistan,,7430992,550852,500170,7.27%,6856306,99.65%,903908,0.121640287,679428,0.751656142,22116FL-09-01-84_S90_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,869778,869778,131336478,869778,1,1,869778,339413,339413,1,50210592,50210592,34723412,781563,14705617,6932926,6918863,0.707121,0.292879,0.977987,3772.64363,2695.53888,26,360030,183532.605,0.027778,0,0,0.000131,0,0.986337,673.88472,0.910575,0.910575,0.646967,0.524883,0.478616,66.173759,6.153854,0.848757,8,,,
22116FL-09-01-85_S91_L004,22116FL-09-01-85_S91_L004_sorted_MQ1.bam,138_C,859,Pakistan,,2409292,19142,0,0.00%,2382719,99.69%,79294,0.032911743,17,0.000214392,22116FL-09-01-85_S91_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,78655,78655,11876905,78655,1,1,78655,6,6,1,6108382,6108382,703,33,6107646,136,79,0.00012,0.99988,0.955163,0.07638,0.052877,0,4,30.543255,0.930556,0,0,0.000171,0,0.999826,,0.041213,0.006998,0,0,0,64.72761,9.603421,0.009377,0,,,
22116FL-09-01-86_S92_L004,22116FL-09-01-86_S92_L004_sorted_MQ1.bam,140_C,860,Pakistan,,4457228,28046,0,0.00%,4417013,99.73%,143375,0.032166853,65,0.000453357,22116FL-09-01-86_S92_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,142351,142351,21495001,142351,1,1,142351,27,27,1,11039044,11039044,3091,108,11035845,698,679,0.00029,0.99971,0.966239,0.335832,0.271384,0,11,74.311105,0.888889,0,0,0.000182,0,0.999812,,0.060264,0.037325,0.010109,0,0,67.919116,8.864697,0.038733,0,,,
22116FL-09-01-87_S93_L004,22116FL-09-01-87_S93_L004_sorted_MQ1.bam,152_C,861,Pakistan,,4610222,463304,366960,8.85%,4132023,99.64%,744627,0.161516517,542182,0.728125625,22116FL-09-01-87_S93_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,709290,709290,107102790,709290,1,1,709290,270556,270556,1,40656595,40656595,27626963,616456,12413176,5392875,5379189,0.694682,0.305318,0.978173,3001.62571,2096.76322,12,320858,180338.445,0.104167,0,0,0.000114,0,0.98655,,0.749611,0.749611,0.562986,0.465397,0.395023,65.789876,6.487587,0.7106,5,,,
22116FL-09-01-88_S94_L004,22116FL-09-01-88_S94_L004_sorted_MQ1.bam,158_C,862,Pakistan,,8927,77,0,0.00%,8829,99.76%,473,0.052985325,2,0.00422833,22116FL-09-01-88_S94_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,471,471,71121,471,1,1,471,1,1,1,51656,51656,98,2,51556,16,16,0.001936,0.998064,0.98,0.010648,0.006221,0,2,503.490731,0.993056,0,0,0.000136,0,0.999826,,0.00311,0.00311,0,0,0,82.192846,12.674961,0.002319,0,,,
22116FL-09-01-90_S96_L004,22116FL-09-01-90_S96_L004_sorted_MQ1.bam,168_C,863,Pakistan,,6619118,2324782,3289466,76.60%,4287420,99.84%,3632860,0.548843517,3379125,0.93015558,22116FL-09-01-90_S96_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,3419001,3419001,516269151,3419001,1,1,3419001,1687128,1687128,1,189031528,189031528,173914394,4039054,11078080,36668847,36594753,0.941396,0.058604,0.977303,18895.523,14256.939,161,1392836,244167.277,0,0,0,0.000108,0,0.982016,594.039123,1,0.977838,0.912131,0.833981,0.762442,63.250247,6.214533,0.973452,16,,,
22116FL-09-01-91_S97_L004,22116FL-09-01-91_S97_L004_sorted_MQ1.bam,173_C,864,Pakistan,,4700328,21120,94,0.00%,4669565,99.79%,139437,0.029665377,203,0.001455855,22116FL-09-01-91_S97_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,138656,138656,20937056,138656,1,1,138656,91,91,1,10422267,10422267,8925,354,10412988,1350,1262,0.00089,0.99911,0.961849,0.969687,0.524883,0,103,227.264817,0.875,0,0,0.000189,0,0.999791,,0.073095,0.031104,0.005832,0.003888,0.003888,67.435056,8.107194,0.041449,0,,,
22116FL-09-01-92_S98_L004,22116FL-09-01-92_S98_L004_sorted_MQ1.bam,174_C,865,Pakistan,,4915219,44477,13838,0.28%,4859430,99.77%,161713,0.032900467,16249,0.100480481,22116FL-09-01-92_S98_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,159574,159574,24095674,159574,1,1,159574,8105,8105,1,11292805,11292805,827743,18681,10446381,165800,165397,0.074953,0.925047,0.97793,89.932964,64.463453,0,9159,19452.6989,0.340278,0,0,0.000183,0,0.998379,,0.467341,0.467341,0.205288,0.154743,0.131026,64.305673,5.95374,0.402862,2,,,
22116FL-09-01-93_S99_L004,22116FL-09-01-93_S99_L004_sorted_MQ1.bam,181_C,866,Pakistan,,3514614,31546,6396,0.18%,3473672,99.73%,137004,0.038981237,8428,0.061516452,22116FL-09-01-93_S99_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,135603,135603,20476053,135603,1,1,135603,4210,4210,1,10182729,10182729,421865,9234,9751630,76800,76575,0.042336,0.957664,0.97858,45.834963,29.860031,0,5900,10995.0064,0.506944,0,0,0.000159,0,0.999013,,0.326205,0.32465,0.13647,0.085925,0.07465,66.310339,7.23561,0.276653,1,,,
22116FL-09-01-94_S100_L004,22116FL-09-01-94_S100_L004_sorted_MQ1.bam,184_C,867,Pakistan,,5148746,75770,34402,0.68%,5060651,99.76%,223950,0.043496028,50897,0.22726948,22116FL-09-01-94_S100_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,219356,219356,33122756,219356,1,1,219356,25356,25356,1,15302410,15302410,2560518,56110,12685782,528165,525837,0.170995,0.829005,0.978556,278.196219,205.351866,2,30821,44407.2804,0.298611,0,0,0.000159,0,0.996515,,0.508942,0.506998,0.249222,0.212286,0.171851,67.715285,6.447596,0.452379,3,,,
22116FL-09-01-95_S101_L004,22116FL-09-01-95_S101_L004_sorted_MQ1.bam,197_C,868,Pakistan,,2536357,26417,726,0.03%,2501214,99.65%,84706,0.033396718,880,0.010388874,22116FL-09-01-95_S101_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,83783,83783,12651233,83783,1,1,83783,720,720,1,6567884,6567884,27322,621,6539941,2663,2608,0.004254,0.995746,0.977776,2.968492,1.035381,0,298,1104.01047,0.777778,0,0,0.000157,0,0.999739,,0.115863,0.093313,0.018663,0.004277,0.004277,64.281564,7.241027,0.081076,0,,,
22116FL-09-01-96_S102_L004,22116FL-09-01-96_S102_L004_sorted_MQ1.bam,208_C,869,Pakistan,,1147967,12787,2816,0.25%,1132263,99.74%,48850,0.042553488,2659,0.054431934,22116FL-09-01-96_S102_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,48091,48091,7261741,48091,1,1,48091,1322,1322,1,4308048,4308048,137187,3034,4167827,27714,27598,0.032549,0.967451,0.978363,14.90515,10.775272,0,1594,8451.20435,0.548611,0,0,0.000142,0,0.999241,,0.312597,0.312208,0.080871,0.05521,0.050156,64.229638,6.087656,0.251003,1,,,
22116FL-09-01-97_S103_L004,22116FL-09-01-97_S103_L004_sorted_MQ1.bam,218_C,870,Pakistan,,4084038,371680,294868,7.94%,3704098,99.78%,598988,0.146665628,466387,0.778624947,22116FL-09-01-97_S103_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,574127,574127,86693177,574127,1,1,574127,233032,233032,1,33607896,33607896,23708247,525265,9374384,4894150,4879522,0.721066,0.278934,0.978325,2575.86343,1902.8577,30,253698,187216.575,0.020833,0,0,0.00013,0,0.985993,475.714425,0.94168,0.94168,0.688569,0.558709,0.504277,64.234071,6.54759,0.889682,10,,,
22116FL-09-01-98_S104_L004,22116FL-09-01-98_S104_L004_sorted_MQ1.bam,226_C,871,Pakistan,,8749076,841562,663802,8.39%,7890598,99.79%,1293845,0.147883617,1011165,0.781519425,22116FL-09-01-98_S104_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,1235270,1235270,186525770,1235270,1,1,1235270,504562,504562,1,70009989,70009989,50980003,1130965,17899021,10011345,9980064,0.744336,0.255664,0.978297,5538.89646,3892.43585,38,582744,193252.902,0.034722,0,0,0.000126,0,0.985431,1946.21792,0.902411,0.902411,0.655132,0.583593,0.543157,65.028096,6.481669,0.849356,8,,,
22116FL-09-01-99_S105_L004,22116FL-09-01-99_S105_L004_sorted_MQ1.bam,233_C,872,Pakistan,,4987841,30005,0,0.00%,4945725,99.76%,137195,0.027505889,120,0.000874667,22116FL-09-01-99_S105_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,136162,136162,20560462,136162,1,1,136162,48,48,1,10479218,10479218,4013,391,10474814,453,311,0.00042,0.99958,0.911217,0.436006,0.176128,0,83,101.631062,0.923611,0,0,0.000203,0,0.999786,,0.03577,0.018663,0.005054,0.000778,0.000778,75.050124,9.253499,0.018038,0,,,
18032FL-148-02-29_S29_L004,18032FL-148-02-29_S29_L004_sorted_MQ1.bam,SL_003_2,9,Pakistan_extra,,4162611,98807,111162,2.74%,4041827,99.46%,254847,0.061222872,113886,0.446879893,18032FL-148-02-29_S29_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,248303,248303,37493753,248303,1,1,248303,56801,56801,1,16854743,16854743,5862251,132698,10859794,1209566,1207663,0.355683,0.644317,0.977865,636.924272,470.282271,10,51771,92305.6855,0.097222,0,0,0.000028,0,0.993216,235.141135,0.819207,0.819207,0.504666,0.342924,0.28577,64.466417,5.440266,0.740612,6,,,
18032FL-148-02-30_S30_L004,18032FL-148-02-30_S30_L004_sorted_MQ1.bam,SL_005_2,10,Pakistan_extra,,16176670,3373406,4523406,35.33%,12777906,99.80%,5073723,0.313644465,4676906,0.921789778,18032FL-148-02-30_S30_L004_sorted_MQ1_TargMetrics.txt:144_FullAmplicon,2442658688,9204,2572,4844869,4844869,731575219,4844869,1,1,4844869,2334258,2334258,1,269326639,269326639,241842540,5412024,22072075,51087506,50990744,0.918047,0.081953,0.978112,26275.8083,19862.9495,200,2367466,238308.516,0,0,0,0.000055,0,0.98258,160.185076,1,1,1,1,0.958398,62.233441,5.866151,0.999999,60,,,
